movieID,budget,open_weekend,gross,ROI_open,ROI_gross
tt0363547,26000000,26722575,59020957, 0.028, 1.270
tt0319262,125000000,85807341,186740799,-0.314, 0.494
tt0339291,140000000,30061756,118627117,-0.785,-0.153
tt0328107,70000000,22751490,77862546,-0.675, 0.112
tt0349903,110000000,39153380,125531634,-0.644, 0.141
tt0387564,1200000,650051,55153403,-0.458,44.961
tt0298148,150000000,108037878,436471036,-0.280, 1.910
tt0384806,19000000,23507007,65233369, 0.237, 2.433
tt0360486,100000000,29769098,75976178,-0.702,-0.240
tt0452598,60000000,15340679,82569532,-0.744, 0.376
tt0418819,15000000,10221705,20700082,-0.319, 0.380
tt0479884,12000000,12896635,27829874, 0.075, 1.319
tt0382625,125000000,77073388,217536138,-0.383, 0.740
tt0449059,8000000,370782,59887868,-0.954, 6.486
tt0472043,40000000,15005604,50859889,-0.625, 0.271
tt0426931,30000000,9421369,31655091,-0.686, 0.055
tt0398808,17000000,28536717,82272442, 0.679, 3.840
tt0413099,175000000,31192615,100289690,-0.822,-0.427
tt0452623,19000000,5501406,20300218,-0.710, 0.068
tt0481369,32000000,14602867,33917402,-0.544, 0.060
tt0496806,85000000,36133403,117154724,-0.575, 0.378
tt0408236,50000000,13635390,52898073,-0.727, 0.058
tt1060277,25000000,46146546,80048433, 0.846, 2.202
tt1023111,20000000,8603195,24850922,-0.570, 0.243
tt0462499,50000000,18203876,42754105,-0.636,-0.145
tt1179904,15000,19617650,107918810,1306.843,7193.587
tt0478087,35000000,24105943,81159365,-0.311, 1.319
tt0758774,70000000,12884416,39380442,-0.816,-0.437
tt0397892,150000000,26223128,114053579,-0.825,-0.240
tt0970416,80000000,30480153,79366978,-0.619,-0.008
tt0452608,45000000,12621090,36064910,-0.720,-0.199
tt0425061,80000000,38683480,130319208,-0.516, 0.629
tt0411477,85000000,34539115,75754670,-0.594,-0.109
tt0367882,185000000,126917373,317101119,-0.314, 0.714
tt0373051,45000000,21018141,101702060,-0.533, 1.260
tt0472033,30000000,10740446,31743332,-0.642, 0.058
tt0844471,100000000,30304648,124870275,-0.697, 0.249
tt1034032,50000000,11203761,20488579,-0.776,-0.590
tt1054606,40000000,1762637,7689607,-0.956,-0.808
tt0844708,15000000,14118685,32721635,-0.059, 1.181
tt1234548,25000000,12706654,32416109,-0.492, 0.297
tt0892782,175000000,59321095,198351526,-0.661, 0.133
tt1078588,30000000,12442212,49185998,-0.585, 0.640
tt1188729,33000000,4424126,10330853,-0.866,-0.687
tt0929632,10000000,10881772,47395661, 0.088, 3.740
tt0465580,38000000,10079109,31806100,-0.735,-0.163
tt0980970,155000000,24005069,104383624,-0.845,-0.327
tt1196141,15000000,22126166,64001297, 0.475, 3.267
tt1433108,24000000,8523153,23240020,-0.645,-0.032
tt1231587,36000000,14020502,50213619,-0.611, 0.395
tt0970866,100000000,30833665,148383780,-0.692, 0.484
tt0985694,10500000,14102888,26593646, 0.343, 1.533
tt0464154,24000000,10106872,25001532,-0.579, 0.042
tt1220634,60000000,26650264,60128566,-0.556, 0.002
tt0963966,150000000,17619622,63150991,-0.883,-0.579
tt1411704,63000000,37543710,108012170,-0.404, 0.714
tt0472399,40000000,11422006,29121498,-0.714,-0.272
tt0822847,60000000,14953664,29136626,-0.751,-0.514
tt0472181,110000000,35611637,142614158,-0.676, 0.296
tt1622547,28000000,13330118,37053924,-0.524, 0.323
tt1093357,30000000,3000000,21426805,-0.900,-0.286
tt1438176,30000000,8114388,18298649,-0.730,-0.390
tt1402488,130000000,21237068,63992328,-0.837,-0.508
tt0905372,38000000,8493665,16928670,-0.776,-0.555
tt1071875,64000000,22115334,51774002,-0.654,-0.191
tt1716777,16000000,4255423,12412386,-0.734,-0.224
tt1430626,55000000,11137734,31051126,-0.797,-0.435
tt2084989,50000,28649,415067,-0.427, 7.301
tt1247690,30000000,100090,176305,-0.997,-0.994
tt1714203,5000000,182237,370904,-0.964,-0.926
tt1480656,20500000,70339,743636,-0.997,-0.964
tt1441951,11000000,47122,18381787,-0.996, 0.671
tt1567609,20000000,329876,7378034,-0.984,-0.631
tt1242460,7000000,42245,1738692,-0.994,-0.752
tt1527186,7400000,257174,3029870,-0.965,-0.591
tt0870984,11000000,71397,397070,-0.994,-0.964
tt0805564,12000000,90418,5972884,-0.992,-0.502
tt0373469,15000000,180660,4243756,-0.988,-0.717
tt0166924,15000000,960558,7219578,-0.936,-0.519
tt2310332,250000000,54724334,255119788,-0.781, 0.020
tt1234721,100000000,25061581,58607007,-0.749,-0.414
tt1821694,84000000,18048422,53215979,-0.785,-0.366
tt0084827,17000000,4761795,26918576,-0.720, 0.583
tt0087928,4500000,8570007,81198894, 0.904,17.044
tt0090728,25000000,2723211,11100000,-0.891,-0.556
tt0094137,11000000,10384392,167780960,-0.056,14.253
tt0099088,40000000,19089645,87727583,-0.523, 1.193
tt0099423,70000000,21744661,115288665,-0.689, 0.647
tt0104952,11000000,7416751,52929168,-0.326, 3.812
tt0105323,31000000,357468,63895607,-0.988, 1.061
tt0114898,175000000,21171780,88246220,-0.879,-0.496
tt0118655,17000000,9548111,53868030,-0.438, 2.169
tt0118880,75000000,24131738,101087161,-0.678, 0.348
tt0118971,57000000,12170536,60984028,-0.786, 0.070
tt0118929,27000000,5576953,14337579,-0.793,-0.469
tt0120890,20000000,9622444,29753944,-0.519, 0.488
tt0120611,45000000,17073856,70001065,-0.621, 0.556
tt0120660,90000000,20038573,111544445,-0.777, 0.239
tt0120812,33000000,33001803,141153686, 0.000, 3.277
tt0120863,52000000,11362226,36385763,-0.781,-0.300
tt0129167,48000000,5732614,23159305,-0.881,-0.518
tt0162661,100000000,30060467,101068340,-0.699, 0.011
tt0134847,23000000,14015741,39240659,-0.391, 0.706
tt0242423,13000000,13845914,46729374, 0.065, 2.595
tt0120917,100000000,9812302,89296573,-0.902,-0.107
tt0120755,125000000,57845297,215409889,-0.537, 0.723
tt0187393,110000000,22413710,113330342,-0.796, 0.030
tt0181865,48000000,184725,124107476,-0.996, 1.586
tt0217869,75000000,30330771,94999143,-0.596, 0.267
tt0212720,100000000,29352630,78616689,-0.706,-0.214
tt0230011,90000000,329011,84052762,-0.996,-0.066
tt0295178,63000000,73071188,213079163, 0.160, 2.382
tt0275847,80000000,35260212,145794338,-0.559, 0.822
tt0267913,84000000,54155312,153288182,-0.355, 0.825
tt0286106,72000000,60117080,227965690,-0.165, 2.166
tt0293662,21000000,9107816,25296447,-0.566, 0.205
tt0315327,81000000,85734045,242589580, 0.058, 1.995
tt0311429,78000000,23075892,66465204,-0.704,-0.148
tt0183649,13000000,15021088,46566212, 0.155, 2.582
tt0257076,80000000,37062535,116934650,-0.537, 0.462
tt0181852,200000000,44041440,150371112,-0.780,-0.248
tt0366551,9000000,5480378,18225165,-0.391, 1.025
tt0167190,66000000,23172440,59035104,-0.649,-0.106
tt0368891,100000000,35142554,173008894,-0.649, 0.730
tt0335345,30000000,83848082,370782930, 1.795,11.359
tt0330793,33000000,13834527,33682273,-0.581, 0.021
tt0318627,45000000,23036273,51201453,-0.488, 0.138
tt0362227,60000000,19053199,77032279,-0.682, 0.284
tt0371724,50000000,21103203,51085416,-0.578, 0.022
tt0398165,82000000,58613245,158119460,-0.285, 0.928
tt0395699,56000000,30552694,113006880,-0.454, 1.018
tt0329774,87000000,12712272,25607347,-0.854,-0.706
tt0399295,50000000,9390144,24149632,-0.812,-0.517
tt0384793,23000000,10023835,36300285,-0.564, 0.578
tt0454841,15000000,15708512,41777564, 0.047, 1.785
tt0327084,80000000,38457003,155019340,-0.519, 0.938
tt0427944,6500000,262923,24792061,-0.960, 2.814
tt0401855,50000000,26857181,62318875,-0.463, 0.246
tt0453467,75000000,20574802,64038616,-0.726,-0.146
tt0449010,100000000,23239907,75021527,-0.768,-0.250
tt0477347,110000000,42212651,250863268,-0.616, 1.281
tt0450385,25000000,20617667,71985628,-0.175, 1.879
tt0381849,55000000,14035033,53574088,-0.745,-0.026
tt0442933,150000000,27515871,82161969,-0.817,-0.452
tt0825232,45000000,582534,93452056,-0.987, 1.077
tt0799949,20000000,18612544,39739367,-0.069, 0.987
tt0259324,110000000,52022908,115802596,-0.527, 0.053
tt0367959,50000000,13051650,27667947,-0.739,-0.447
tt0465538,25000000,719910,49024969,-0.971, 0.961
tt0435705,70000000,7133049,17993461,-0.898,-0.743
tt0413267,160000000,121629270,320706665,-0.240, 1.004
tt0475394,17000000,14638755,35662731,-0.139, 1.098
tt0451079,85000000,45012998,154529187,-0.470, 0.818
tt0887883,37000000,19128001,60355347,-0.483, 0.631
tt0499448,225000000,55034805,141621490,-0.755,-0.371
tt1059786,80000000,29150721,101111837,-0.636, 0.264
tt0949731,48000000,30517109,64506874,-0.364, 0.344
tt0479952,150000000,63106589,179982968,-0.579, 0.200
tt0960144,90000000,38531374,100018837,-0.572, 0.111
tt0844479,6000000,3576296,7706394,-0.404, 0.284
tt0327597,60000000,16849646,75280058,-0.719, 0.255
tt1127180,30000000,15825480,42057340,-0.472, 0.402
tt1201167,75000000,22657780,51855045,-0.698,-0.309
tt1131734,16000000,6868397,16195523,-0.571, 0.012
tt1075417,65000000,24402214,67128202,-0.625, 0.033
tt0986263,80000000,14902692,38542418,-0.814,-0.518
tt0432283,40000000,6965267,21002919,-0.826,-0.475
tt1220198,10000000,12231160,25360255, 0.223, 1.536
tt0386117,100000000,32695407,77222184,-0.673,-0.228
tt1440728,20000000,16662333,35606376,-0.167, 0.780
tt0947810,100000000,14309295,35024475,-0.857,-0.650
tt0842926,3500000,491971,20803237,-0.859, 4.944
tt1038686,26000000,17501625,40168080,-0.327, 0.545
tt1228987,20000000,5147479,12134420,-0.743,-0.393
tt0892318,30000000,13540486,53021560,-0.549, 0.767
tt1179056,27000000,32902299,63059655, 0.219, 1.336
tt1027718,70000000,19011188,52474616,-0.728,-0.250
tt1637706,5000000,7011631,24814830, 0.402, 3.963
tt1622979,40000000,18031396,42575718,-0.549, 0.064
tt0810913,79000000,25003575,74158157,-0.683,-0.061
tt1634122,45000000,3833300,8269105,-0.915,-0.816
tt1268799,19000000,12954142,35033759,-0.318, 0.844
tt1433822,17000000,2955000,4930798,-0.826,-0.710
tt1876451,17000000,11643342,24397469,-0.315, 0.435
tt2042568,11000000,405411,13214255,-0.963, 0.201
tt2063781,500000,26943,375981,-0.946,-0.248
tt1692486,25000000,79795,2547047,-0.997,-0.898
tt1594562,750000,29557,77501,-0.961,-0.897
tt1704573,5000000,85805,9203192,-0.983, 0.841
tt1535616,3000000,18000,22000,-0.994,-0.993
tt1242432,2000000,32064,93051,-0.984,-0.953
tt0462465,50000000,59581,160641,-0.999,-0.997
tt0390384,7000,28162,424760, 3.023,59.680
tt0381681,2700000,311194,5792822,-0.885, 1.145
tt0424136,950000,58049,1007962,-0.939, 0.061
tt0404203,26000000,97953,5459824,-0.996,-0.790
tt0087800,1800000,1271000,10777659,-0.294, 4.988
tt1617661,176000000,18372372,47387723,-0.896,-0.731
tt0081573,54000000,14100523,101347629,-0.739, 0.877
tt0079470,4000000,26376,646124,-0.993,-0.838
tt0086567,12000000,6227804,79567667,-0.481, 5.631
tt0087363,11000000,12511000,153083102, 0.137,12.917
tt0087781,28000000,5088381,47951979,-0.818, 0.713
tt0093409,15000000,6829949,65207127,-0.545, 3.347
tt0093870,13000000,8008721,53356612,-0.384, 3.104
tt0094291,15000000,4104611,40978333,-0.726, 1.732
tt0097958,27000000,11700000,71320000,-0.567, 1.641
tt0099810,30000000,17161835,122012643,-0.428, 3.067
tt0103644,63000000,23141188,54780116,-0.633,-0.130
tt0103776,80000000,45687710,162744850,-0.429, 1.034
tt0106977,40000000,23758855,183875760,-0.406, 3.597
tt0110475,18000000,23117068,119936108, 0.284, 5.663
tt0111257,25000000,14800000,121248145,-0.408, 3.850
tt0111282,55000000,16600000,71565669,-0.698, 0.301
tt0112462,100000000,52784433,183997904,-0.472, 0.840
tt0113855,18000000,23283887,70445672, 0.294, 2.914
tt0117998,92000000,41100000,241721524,-0.553, 1.627
tt0117705,80000000,27528529,90443603,-0.656, 0.131
tt0118583,75000000,16474092,47748610,-0.780,-0.363
tt0118617,53000000,204350,326273,-0.996,-0.994
tt0118688,125000000,42872606,107285004,-0.657,-0.142
tt0155975,20000000,10031850,21380220,-0.498, 0.069
tt0122690,55000000,12697641,41609593,-0.769,-0.243
tt0145660,33000000,54917604,205399422, 0.664, 5.224
tt0120655,10000000,8669945,30651422,-0.133, 2.065
tt0171363,80000000,33435140,91188905,-0.582, 0.140
tt0142688,38000000,6622518,18653746,-0.826,-0.509
tt0163978,50000000,15277921,39778599,-0.694,-0.204
tt0195714,23000000,10015822,53302314,-0.565, 1.317
tt0204946,10000000,17362105,68379000, 0.736, 5.838
tt0160127,92000000,40128550,125305545,-0.564, 0.362
tt0241303,25000000,3093590,71309760,-0.876, 1.852
tt0170016,123000000,55082330,260031035,-0.552, 1.114
tt0183505,51000000,24209385,90567722,-0.525, 0.776
tt0212338,55000000,28623300,166244045,-0.480, 2.023
tt0223897,40000000,9631359,33508922,-0.759,-0.162
tt0215129,15600000,15484004,68525609,-0.007, 3.393
tt0243155,26000000,10733933,71500556,-0.587, 1.750
tt0277027,22000000,67418,40270895,-0.997, 0.830
tt0146316,115000000,47735743,131144183,-0.585, 0.140
tt0272020,60000000,7088213,18208078,-0.882,-0.697
tt0230600,17000000,14089952,96471845,-0.171, 4.675
tt0265666,21000000,276981,52353636,-0.987, 1.493
tt0206275,13000000,27526443,91038276, 1.117, 6.003
tt0187738,54000000,32528016,81645152,-0.398, 0.512
tt0299658,45000000,2074929,170687518,-0.954, 2.793
tt0258000,48000000,30056751,95308367,-0.374, 0.986
tt0257044,80000000,22079481,104054514,-0.724, 0.301
tt0256415,38000000,35648740,127214072,-0.062, 2.348
tt0328828,55000000,33369440,104565114,-0.393, 0.901
tt0287978,78000000,45033454,102543519,-0.423, 0.315
tt0285823,29000000,23424118,55845943,-0.192, 0.926
tt0286788,20000000,11434964,35990505,-0.428, 0.800
tt0311113,150000000,192369,93926386,-0.999,-0.374
tt0338337,60000000,13462374,53789313,-0.776,-0.104
tt0324216,9200000,28094014,80148261, 2.054, 7.712
tt0370263,60000000,38291056,80281096,-0.362, 0.338
tt0359013,65000000,16061271,52397389,-0.753,-0.194
tt0390022,30000000,20269025,61188085,-0.324, 1.040
tt0338348,165000000,40428,451442,-1.000,-0.997
tt0307453,75000000,47604606,160762022,-0.365, 1.143
tt0368447,60000000,50746142,114195633,-0.154, 0.903
tt0351977,56000000,15501114,45860039,-0.723,-0.181
tt0397065,30000000,12077236,32048809,-0.597, 0.068
tt0371606,150000000,40049778,135381507,-0.733,-0.097
tt0121164,40000000,385078,53337608,-0.990, 0.333
tt0395584,7000000,7067335,16901126, 0.010, 1.414
tt0399146,32000000,515992,31493782,-0.984,-0.016
tt0378109,50000000,7057854,18472363,-0.859,-0.631
tt0388482,32000000,20104608,43095600,-0.372, 0.347
tt0348333,3000000,6021106,16101109, 1.007, 4.367
tt0443453,18000000,26455463,128505958, 0.470, 6.139
tt0450278,4800000,19556099,47277326, 3.074, 8.849
tt0438097,80000000,68033544,195329763,-0.150, 1.442
tt0370032,30000000,9064880,18500966,-0.698,-0.383
tt0366548,100000000,41533432,198000317,-0.585, 0.980
tt0389722,32000000,15951902,39568996,-0.502, 0.237
tt0389790,150000000,38021044,126597121,-0.747,-0.156
tt0486822,20000000,22224982,80209692, 0.111, 3.010
tt0385752,180000000,25783232,70083519,-0.857,-0.611
tt0462322,53000000,8236,25031037,-1.000,-0.528
tt0431197,70000000,17135055,47536778,-0.755,-0.321
tt0780571,20000000,10017067,28476219,-0.499, 0.424
tt0465234,130000000,65444195,219961501,-0.497, 0.692
tt0432021,45000000,23678580,49962808,-0.474, 0.110
tt0293564,140000000,49100158,139885001,-0.649,-0.001
tt0462538,75000000,74036787,183132370,-0.013, 1.442
tt1023481,23000000,22125429,58017783,-0.038, 1.523
tt0364970,70000000,11541571,22531698,-0.835,-0.678
tt0200465,20000000,5935256,30028592,-0.703, 0.501
tt1213644,25000000,6945535,14190901,-0.722,-0.432
tt0483607,30000000,4926565,10955425,-0.836,-0.635
tt0481536,12000000,14908404,38087366, 0.242, 2.174
tt0947802,22000000,15004672,39263506,-0.318, 0.785
tt0822832,60000000,36367586,143153751,-0.394, 1.386
tt0859163,145000000,40457770,102491776,-0.721,-0.293
tt0981227,9000000,11311751,31487293, 0.257, 2.499
tt0410377,37000000,13210579,48002678,-0.643, 0.297
tt1185834,8500000,14611273,35154336, 0.719, 3.136
tt0482606,10000000,20997985,52534295, 1.100, 4.253
tt1033643,35000000,20172474,80276912,-0.424, 1.294
tt0901476,30000000,21058173,58715510,-0.298, 0.957
tt1016075,18000000,10011682,22452209,-0.444, 0.247
tt0436339,150000000,31706934,119420252,-0.789,-0.204
tt0494238,60000000,7601379,17303424,-0.873,-0.712
tt0963178,50000000,10702613,25450527,-0.786,-0.491
tt1078912,150000000,70052004,177233619,-0.533, 0.182
tt1111422,100000000,23373102,65247655,-0.766,-0.348
tt0834001,35000000,20828511,45802315,-0.405, 0.309
tt0433362,20000000,15146692,30101577,-0.243, 0.505
tt0765010,26000000,9527848,28501651,-0.634, 0.096
tt1058017,18500000,7027472,18439082,-0.620,-0.003
tt1038919,40000000,20686423,67061228,-0.483, 0.677
tt0455407,20000000,16067552,39103378,-0.197, 0.955
tt1314655,10000000,12289375,33583175, 0.229, 2.358
tt1179034,52000000,8158860,23979741,-0.843,-0.539
tt1139328,45000000,183009,15541549,-0.996,-0.655
tt1320261,112000000,6307691,42776259,-0.944,-0.618
tt1212419,50000000,220322,32741596,-0.996,-0.345
tt1103153,75000000,15837266,47000485,-0.789,-0.373
tt1294226,20000000,16007426,62950384,-0.200, 2.148
tt1219342,80000000,16112211,55673333,-0.799,-0.304
tt0480255,25000000,9406348,23580735,-0.624,-0.057
tt1470023,10000000,4043495,8460995,-0.596,-0.154
tt1053424,32000000,6126170,13794835,-0.809,-0.569
tt1564585,10000000,11692415,21371425, 0.169, 1.137
tt1135084,20000000,20512304,57744720, 0.026, 1.887
tt0403702,18000000,6888334,15281286,-0.617,-0.151
tt1226753,20000000,9949109,31177548,-0.503, 0.559
tt1578275,70000000,17816230,48430355,-0.745,-0.308
tt1034389,25000000,8684464,19490041,-0.653,-0.220
tt1053810,41000000,3251884,7204138,-0.921,-0.824
tt1462041,55000000,8129355,21283440,-0.852,-0.613
tt1985017,10000000,1746025,3333823,-0.825,-0.667
tt0763831,40000000,6176280,18438149,-0.846,-0.539
tt2103217,6000000,5571,20551,-0.999,-0.997
tt1869716,6500000,77031,2268296,-0.988,-0.651
tt1454468,100000000,55785112,274086615,-0.442, 1.741
tt1996264,850000,143935,1243961,-0.831, 0.463
tt1545106,16000000,548,2964,-1.000,-1.000
tt0873886,4000000,204230,1065000,-0.949,-0.734
tt1214962,17000000,249465,390571,-0.985,-0.977
tt1675192,5000000,52041,1729969,-0.990,-0.654
tt1172991,15000000,647797,4439063,-0.957,-0.704
tt0817177,14000000,224233,1752214,-0.984,-0.875
tt1107319,4000000,17859,53630,-0.996,-0.987
tt1532503,3200000,141340,5790894,-0.956, 0.810
tt1352824,11000000,900688,3074838,-0.918,-0.720
tt0489664,20000000,99240,7432482,-0.995,-0.628
tt0468489,700000,53983,2694973,-0.923, 2.850
tt0274812,4000000,182306,4046737,-0.954, 0.012
tt1587310,180000000,69431298,241410378,-0.614, 0.341
tt1267297,100000000,29000000,72385417,-0.710,-0.276
tt0082198,20000000,9603139,38511612,-0.520, 0.926
tt0083944,14000000,6642005,47212904,-0.526, 2.372
tt0084021,13200000,4645411,11045234,-0.648,-0.163
tt0086200,6200000,4275327,63541777,-0.310, 9.249
tt0088939,15000000,1710333,98467863,-0.886, 5.565
tt0089880,44000000,25520843,150415432,-0.420, 2.419
tt0089927,30000000,19991537,125409936,-0.334, 3.180
tt0093894,27000000,8117465,38122105,-0.699, 0.412
tt0100814,11000000,3731520,16667084,-0.661, 0.515
tt0101507,6000000,10023462,57504069, 0.671, 8.584
tt0106697,57000000,14200000,58055768,-0.751, 0.019
tt0107818,26000000,13817010,77446440,-0.469, 1.979
tt0114436,45000000,8112627,20350754,-0.820,-0.548
tt0116583,100000000,21300000,100117603,-0.787, 0.001
tt0116778,27000000,5582000,24944213,-0.793,-0.076
tt0116209,27000000,278439,78651430,-0.990, 1.913
tt0118571,85000000,37132505,172650002,-0.563, 1.031
tt0119345,17000000,15818645,72219395,-0.069, 3.248
tt0120693,8000000,7722540,17278980,-0.035, 1.160
tt0128442,12000000,8459126,22905674,-0.295, 0.909
tt0138097,25000000,4224426,100241322,-0.831, 3.010
tt0120484,20000000,39414071,161487252, 0.971, 7.074
tt0120889,85000000,15833592,55350897,-0.814,-0.349
tt0146838,55000000,13584625,75530832,-0.753, 0.373
tt0120601,13000000,637721,22858926,-0.951, 0.758
tt0177789,45000000,7012630,71423726,-0.844, 0.587
tt0146882,20000000,6429107,27277055,-0.679, 0.364
tt0218922,42000000,6402741,16252765,-0.848,-0.613
tt0266915,90000000,67408222,226138454,-0.251, 1.513
tt0227538,35000000,1576897,112692062,-0.955, 2.220
tt0307901,15000000,108865,13060843,-0.993,-0.129
tt0276751,27000000,8557630,40566655,-0.683, 0.502
tt0268126,19000000,384478,22245861,-0.980, 0.171
tt0280590,50000000,37162787,126203320,-0.257, 1.524
tt0259446,5000000,597362,241438208,-0.881,47.288
tt0133240,140000000,12083248,38120554,-0.914,-0.728
tt0322330,26000000,22203007,110230332,-0.146, 3.240
tt0251736,7000000,3460666,12634962,-0.506, 0.805
tt0327850,85000000,18533765,47592825,-0.782,-0.440
tt0314353,70000000,17057213,43426961,-0.756,-0.380
tt0312528,109000000,38329160,100446895,-0.648,-0.078
tt0343135,42000000,32450825,87856565,-0.227, 1.092
tt0360139,23000000,6081483,12189514,-0.736,-0.470
tt0337921,25000000,10100571,32003620,-0.596, 0.280
tt0391198,10000000,39128715,110175871, 2.913,10.018
tt0349710,55000000,22088204,74541707,-0.598, 0.355
tt0375063,12000000,207042,71502303,-0.983, 4.959
tt0364045,45000000,11458465,32682342,-0.745,-0.274
tt0357277,43000000,14792335,24407944,-0.656,-0.432
tt0391304,30000000,7576593,21835784,-0.747,-0.272
tt0358082,75000000,36045301,128200012,-0.519, 0.709
tt0408790,55000000,24629938,89706988,-0.552, 0.631
tt0443536,15000000,16879402,51053787, 0.125, 2.404
tt0432348,4000000,31725652,87025093, 6.931,20.756
tt0486551,17500000,7031228,19179969,-0.598, 0.096
tt0475944,20000000,8852485,23292105,-0.557, 0.165
tt0424095,149000000,18814323,64459316,-0.874,-0.567
tt0406816,70000000,18006064,54983983,-0.743,-0.215
tt0419946,20000000,7138774,18843314,-0.643,-0.058
tt0430357,135000000,25723815,63437595,-0.809,-0.530
tt0385880,75000000,22217226,73661010,-0.704,-0.018
tt0479143,24000000,17003904,70261813,-0.292, 1.928
tt0952640,60000000,44307417,217326336,-0.262, 2.622
tt0445934,61000000,33014202,118153533,-0.459, 0.937
tt0486576,130000000,58051684,131920333,-0.553, 0.015
tt0373883,15000000,30591759,58267261, 1.039, 2.884
tt0891527,35000000,6702434,14998070,-0.809,-0.571
tt0465602,39000000,5716554,12796824,-0.853,-0.672
tt0423294,85000000,17640249,58867694,-0.792,-0.307
tt0841046,35000000,6257174,18317151,-0.821,-0.477
tt0499556,25000000,9820089,22466994,-0.607,-0.101
tt0443649,105000000,35867488,94784201,-0.658,-0.097
tt0770752,70000000,21589295,70231041,-0.692, 0.003
tt0460780,60000000,2984524,4535117,-0.950,-0.924
tt0416236,90000000,24740537,71148699,-0.725,-0.209
tt0443274,40000000,22874936,72266306,-0.428, 0.807
tt0369436,80000000,31069826,120146040,-0.612, 0.502
tt0866439,40000000,14756850,46012734,-0.631, 0.150
tt0421073,20000000,12469631,26415649,-0.377, 0.321
tt0881891,15000000,14058106,33860010,-0.063, 1.257
tt1121931,20000000,6963565,13630226,-0.652,-0.318
tt0758746,19000000,43585449,64997188, 1.294, 2.421
tt0457400,100000000,18837350,49392095,-0.812,-0.506
tt0899106,18000000,8057010,22783960,-0.552, 0.266
tt1186367,40000000,13316158,38105077,-0.667,-0.047
tt0971209,14000000,5948555,15483540,-0.575, 0.106
tt1139668,16000000,19810585,42638165, 0.238, 1.665
tt1045778,60000000,19610304,43337279,-0.673,-0.278
tt1210042,25000000,13350299,27154426,-0.466, 0.086
tt0795351,27000000,5350570,13248477,-0.802,-0.509
tt1226273,80000000,17214384,43290977,-0.785,-0.459
tt1322312,32000000,8508290,17804299,-0.734,-0.444
tt1320244,1800000,20366613,41034350,10.315,21.797
tt1216492,19000000,2727,12561,-1.000,-0.999
tt1536044,3000000,40678424,84752907,12.559,27.251
tt1017460,26000000,7385277,16999046,-0.716,-0.346
tt1334512,40000000,12222756,33015696,-0.694,-0.175
tt1583420,30000000,13006875,35565975,-0.566, 0.186
tt1067774,20000000,8588318,23186769,-0.571, 0.159
tt1161864,37000000,14789393,33037754,-0.600,-0.107
tt1265990,16000000,15002635,37300107,-0.062, 1.331
tt0881320,30000000,9447930,23070045,-0.685,-0.231
tt0479997,40000000,10612375,24827228,-0.735,-0.379
tt1615918,75000000,23244744,133103929,-0.690, 0.775
tt1772240,5000000,8704271,17686929, 0.741, 2.537
tt1564349,37000000,19152401,72279690,-0.482, 0.954
tt0999913,25000000,5123760,10324441,-0.795,-0.587
tt1430615,40000000,7760205,19966230,-0.806,-0.501
tt2023453,22000000,14623599,49002815,-0.335, 1.227
tt1829012,30000000,40100,91186,-0.999,-0.997
tt1659343,11500000,3181,5247,-1.000,-1.000
tt1935902,900000,4468,6643,-0.995,-0.993
tt1634121,13000000,7620,69136,-0.999,-0.995
tt1478964,13000000,137580,1024175,-0.989,-0.921
tt1321860,21000000,107577,958319,-0.995,-0.954
tt1540133,6000000,76834,5359774,-0.987,-0.107
tt0480239,4300000,1686347,4563873,-0.608, 0.061
tt1535612,15000000,18015,28870,-0.999,-0.998
tt1462758,3000000,100268,1028658,-0.967,-0.657
tt1403177,7000000,126046,382946,-0.982,-0.945
tt1512235,2500000,46549,322157,-0.981,-0.871
tt1045772,13000000,112520,2035566,-0.991,-0.843
tt0924129,19000000,77370,454149,-0.996,-0.976
tt1019452,7000000,251337,9042780,-0.964, 0.292
tt1315981,7000000,217332,9166863,-0.969, 0.310
tt0795368,9000000,1282973,8579684,-0.857,-0.047
tt0416320,15000000,529434,23089926,-0.965, 0.539
tt0808279,15000000,510958,1294640,-0.966,-0.914
tt0315733,20000000,274454,16248701,-0.986,-0.188
tt0243655,5000000,17481,292102,-0.997,-0.942
tt0162346,7000000,98791,6200756,-0.986,-0.114
tt0109445,230000,31665,3151130,-0.862,12.701
tt0119558,58000000,19492,1060056,-1.000,-0.982
tt0117802,200000,74118,4505922,-0.629,21.530
tt0088846,15000000,30099,6500000,-0.998,-0.567
tt0090756,6000000,789409,7200346,-0.868, 0.200
tt0082406,12000000,4819215,23556988,-0.598, 0.963
tt1490017,60000000,69050279,257716507, 0.151, 3.295
tt2562232,22000000,2471471,42335698,-0.888, 0.924
tt0083564,50000000,510632,57059003,-0.990, 0.141
tt0082694,2000000,2527864,24600832, 0.264,11.300
tt0084805,22000000,5540470,116147056,-0.748, 4.279
tt0088000,8000000,1513090,40900000,-0.811, 4.112
tt0091064,15000000,7007423,40456565,-0.533, 1.697
tt0091474,15000000,2204400,8620929,-0.853,-0.425
tt0092563,17000000,3688721,17185632,-0.783, 0.011
tt0093428,30000000,11051284,50096813,-0.632, 0.670
tt0097428,37000000,29472894,112494738,-0.203, 2.040
tt0096256,4000000,4827000,13008928, 0.207, 2.252
tt0096928,10000000,6167651,40485039,-0.383, 3.049
tt0100157,20000000,10076834,61276872,-0.496, 2.064
